-0.00179	0.00018	-0.00008	0.00015	-0.00016	-0.00010	-0.00011	-0.00016	0.00012	0.00011	0.00010	0.00010	-0.00006	0.00013	-0.00006	0.00005	-0.00020	-0.00000	0.00003	-0.00005	-0.00005	0.00010	0.00016	-0.00005	-0.00006	0.00007	-0.00015	0.00002	0.00007	0.00001	-0.00004	-0.00018	-0.00011	-0.00004	0.00000	-0.00004	-0.00006	0.00021	-0.00014	-0.00004	0.00004	0.00022	-0.00001	0.00013	0.00002	-0.00011	0.00022	-0.00011	-0.00024	0.00013	-0.00005	0.00000	-0.00010	0.00016	0.00006	-0.00017	0.00002	-0.00008	0.00009	-0.00006
0.00001	-0.00166	0.00009	-0.00004	0.00024	0.00032	0.00015	0.00016	0.00007	0.00005	0.00019	0.00000	0.00002	0.00014	0.00003	0.00010	-0.00011	-0.00012	-0.00008	0.00010	0.00033	-0.00009	-0.00008	0.00032	0.00007	0.00012	0.00000	-0.00003	0.00012	0.00004	0.00000	0.00009	-0.00017	0.00024	-0.00009	0.00001	0.00018	0.00040	0.00003	-0.00001	-0.00011	-0.00004	0.00012	0.00017	0.00017	0.00005	-0.00027	0.00015	-0.00007	0.00004	0.00002	-0.00001	0.00021	0.00005	-0.00019	0.00030	-0.00002	0.00004	0.00017	0.00004
-0.00000	-0.00011	-0.00174	0.00005	-0.00010	-0.00021	0.00024	0.00010	0.00001	-0.00000	-0.00009	0.00015	-0.00019	0.00000	-0.00001	0.00007	-0.00004	-0.00001	-0.00023	-0.00002	-0.00002	-0.00003	0.00003	-0.00003	-0.00018	0.00020	0.00013	-0.00029	-0.00009	-0.00009	-0.00016	0.00017	-0.00011	-0.00006	0.00020	0.00012	0.00008	0.00006	-0.00021	0.00009	-0.00001	-0.00010	-0.00005	-0.00012	-0.00007	-0.00018	0.00009	0.00035	0.00009	0.00016	-0.00010	-0.00004	0.00009	0.00008	0.00012	-0.00024	0.00015	0.00010	0.00001	-0.00012
0.00031	0.00006	-0.00016	-0.00226	0.00024	0.00000	0.00015	-0.00008	0.00024	0.00019	0.00004	-0.00003	-0.00000	0.00020	0.00003	0.00026	-0.00010	-0.00020	0.00017	-0.00001	0.00017	0.00020	0.00007	-0.00000	0.00017	0.00021	0.00022	0.00008	0.00011	0.00013	-0.00008	-0.00006	-0.00007	0.00024	0.00011	0.00021	0.00008	0.00025	-0.00002	0.00024	-0.00002	-0.00011	0.00002	0.00008	0.00028	0.00013	0.00023	0.00016	0.00013	0.00005	-0.00001	0.00016	0.00028	0.00017	0.00019	0.00035	0.00003	0.00034	0.00021	0.00025
0.00007	0.00012	0.00016	-0.00013	-0.00174	0.00016	0.00003	0.00000	0.00005	0.00001	0.00010	-0.00013	0.00019	-0.00001	-0.00028	0.00041	-0.00009	0.00002	0.00017	0.00015	-0.00012	-0.00003	0.00007	0.00012	0.00019	0.00004	0.00003	-0.00005	-0.00004	0.00011	-0.00000	0.00002	-0.00004	0.00021	0.00019	0.00020	0.00034	0.00022	0.00014	-0.00008	0.00009	0.00010	0.00013	0.00007	0.00009	-0.00006	-0.00022	0.00004	-0.00004	0.00005	0.00018	0.00016	-0.00004	0.00012	0.00002	-0.00013	0.00015	0.00019	-0.00008	0.00022
0.00008	-0.00015	0.00015	-0.00009	0.00004	-0.00193	0.00029	0.00006	0.00007	0.00002	0.00011	0.00009	-0.00005	-0.00010	0.00018	0.00000	-0.00006	-0.00005	0.00024	0.00013	-0.00017	-0.00002	0.00020	0.00013	0.00017	-0.00017	0.00012	-0.00001	-0.00016	0.00000	-0.00007	0.00016	0.00011	-0.00003	-0.00005	-0.00013	0.00000	0.00006	0.00024	0.00018	0.00011	0.00014	0.00015	0.00027	-0.00019	0.00010	-0.00010	0.00017	0.00040	0.00012	0.00007	0.00016	-0.00013	0.00002	-0.00008	0.00001	0.00005	-0.00018	-0.00004	-0.00000
0.00003	0.00013	-0.00002	0.00012	0.00014	0.00003	-0.00170	-0.00011	0.00016	-0.00008	-0.00003	0.00010	0.00005	0.00029	0.00021	0.00012	0.00021	-0.00009	0.00010	0.00032	-0.00010	0.00018	-0.00003	0.00013	0.00016	0.00025	0.00023	-0.00014	0.00016	0.00014	0.00011	0.00011	0.00022	0.00027	0.00004	0.00012	0.00018	0.00004	0.00012	-0.00013	0.00014	0.00014	0.00008	0.00016	0.00022	0.00010	0.00005	-0.00001	0.00007	0.00002	0.00015	-0.00007	0.00005	-0.00013	0.00017	0.00031	0.00009	0.00022	-0.00000	-0.00003
-0.00001	0.00002	0.00032	0.00008	-0.00006	-0.00022	0.00026	-0.00149	-0.00014	-0.00017	-0.00017	0.00006	0.00014	-0.00017	-0.00003	-0.00020	-0.00009	-0.00010	0.00016	0.00005	0.00039	-0.00009	-0.00003	-0.00001	0.00018	-0.00009	0.00009	-0.00007	0.00028	-0.00017	0.00004	0.00013	-0.00022	0.00005	0.00002	0.00008	-0.00009	-0.00016	-0.00023	0.00004	-0.00013	-0.00002	-0.00005	-0.00001	-0.00015	-0.00002	0.00002	0.00006	0.00001	-0.00003	-0.00002	-0.00013	0.00003	-0.00015	0.00010	-0.00004	0.00010	0.00014	-0.00004	0.00014
0.00006	0.00012	-0.00023	-0.00002	0.00014	-0.00002	-0.00000	0.00018	-0.00161	-0.00007	-0.00012	0.00008	0.00013	-0.00006	-0.00017	0.00000	0.00019	-0.00011	0.00001	-0.00003	0.00005	0.00012	-0.00003	0.00008	-0.00001	0.00013	0.00023	0.00023	0.00016	0.00015	0.00019	-0.00016	-0.00000	0.00009	0.00004	0.00013	0.00019	0.00004	0.00004	0.00025	0.00010	-0.00015	0.00004	0.00000	-0.00003	0.00017	0.00005	0.00033	0.00016	0.00014	0.00004	-0.00006	0.00020	0.00018	-0.00002	0.00016	0.00031	0.00005	-0.00010	0.00009
-0.00000	-0.00003	0.00018	0.00043	-0.00001	-0.00008	0.00004	0.00004	0.00008	-0.00230	0.00027	0.00027	0.00002	0.00018	0.00017	0.00003	-0.00008	0.00007	0.00011	0.00030	0.00004	0.00005	0.00026	0.00007	0.00006	0.00015	0.00029	0.00017	0.00006	0.00029	-0.00014	0.00009	0.00011	0.00038	0.00016	-0.00003	0.00010	-0.00005	0.00010	0.00030	0.00022	0.00017	-0.00001	0.00008	0.00022	0.00001	0.00003	-0.00005	0.00012	-0.00022	0.00005	0.00021	0.00030	0.00021	0.00004	0.00001	0.00016	0.00015	0.00028	0.00022
