-0.00176	0.00001	-0.00008	0.00003	-0.00014	-0.00008	-0.00006	-0.00017	0.00029	0.00006	0.00023	0.00023	-0.00005	0.00005	-0.00003	-0.00007	0.00008	0.00012	0.00005	-0.00007	0.00002	0.00008	0.00020	0.00009	0.00007	0.00010	-0.00017	0.00005	0.00022	-0.00000	-0.00008	-0.00014	-0.00003	0.00002	0.00002	-0.00014	0.00004	0.00014	0.00003	-0.00008	0.00001	0.00012	0.00011	0.00007	0.00008	0.00000	0.00004	-0.00019	-0.00024	0.00020	-0.00003	0.00008	-0.00007	0.00002	0.00014	-0.00008	-0.00007	-0.00006	0.00022	-0.00003
0.00010	-0.00150	-0.00001	-0.00003	0.00046	0.00025	0.00009	0.00027	0.00006	-0.00002	0.00003	0.00012	0.00001	0.00004	0.00016	0.00018	0.00009	-0.00007	0.00004	0.00015	0.00025	0.00003	-0.00005	0.00028	0.00007	0.00020	-0.00004	0.00009	-0.00000	0.00008	0.00005	0.00001	-0.00014	0.00018	0.00004	0.00018	0.00024	0.00036	0.00007	-0.00024	-0.00009	0.00012	0.00009	0.00029	0.00021	-0.00001	-0.00028	0.00006	0.00013	0.00018	0.00013	0.00005	0.00015	0.00007	-0.00021	0.00012	0.00001	0.00027	0.00025	0.00001
-0.00018	-0.00028	-0.00163	0.00002	0.00012	0.00003	0.00035	0.00015	0.00004	-0.00000	-0.00012	0.00012	-0.00009	0.00002	-0.00007	-0.00000	-0.00024	0.00004	-0.00010	0.00005	-0.00005	0.00003	-0.00002	0.00002	-0.00003	0.00021	0.00020	-0.00019	0.00013	-0.00019	-0.00019	-0.00001	-0.00000	-0.00003	0.00022	0.00009	0.00006	0.00022	-0.00025	-0.00003	-0.00009	-0.00015	-0.00011	-0.00006	-0.00026	-0.00023	-0.00002	0.00015	-0.00005	0.00016	-0.00024	0.00008	0.00014	-0.00004	0.00019	-0.00009	0.00029	0.00025	-0.00003	-0.00011
0.00036	0.00006	0.00001	-0.00227	0.00007	0.00015	0.00008	-0.00006	0.00009	0.00021	0.00001	-0.00024	0.00006	0.00012	-0.00010	0.00012	-0.00017	-0.00031	0.00013	0.00002	0.00015	0.00012	0.00005	0.00001	0.00013	0.00013	0.00019	0.00006	-0.00007	0.00012	-0.00004	-0.00008	-0.00011	0.00039	0.00004	0.00007	0.00019	0.00015	0.00002	0.00027	0.00003	-0.00011	0.00012	0.00012	0.00015	0.00010	0.00033	0.00007	0.00026	-0.00010	-0.00005	0.00007	0.00026	0.00027	0.00045	0.00033	0.00011	0.00013	0.00012	0.00031
0.00002	0.00023	0.00008	-0.00009	-0.00167	0.00020	0.00023	0.00015	0.00006	0.00003	-0.00002	-0.00022	0.00014	-0.00000	-0.00012	0.00034	0.00006	-0.00007	0.00021	0.00022	-0.00012	-0.00000	-0.00001	-0.00003	0.00016	0.00008	0.00002	-0.00023	-0.00008	-0.00002	0.00013	-0.00003	0.00003	0.00017	0.00015	0.00019	0.00013	0.00011	0.00015	-0.00010	0.00012	0.00018	-0.00004	-0.00008	0.00013	-0.00007	-0.00025	0.00008	-0.00011	0.00004	0.00002	0.00011	-0.00023	0.00010	0.00005	-0.00014	0.00009	0.00027	0.00004	0.00031
0.00011	0.00001	0.00011	0.00000	-0.00008	-0.00184	0.00022	0.00024	-0.00012	0.00010	0.00026	0.00036	-0.00004	-0.00003	0.00014	0.00010	-0.00017	0.00003	0.00014	0.00018	-0.00013	0.00010	0.00002	0.00006	0.00011	-0.00014	-0.00002	-0.00006	-0.00020	-0.00012	-0.00020	0.00010	0.00011	-0.00010	0.00009	-0.00011	0.00004	-0.00003	0.00044	0.00022	0.00012	-0.00005	0.00032	0.00020	-0.00018	-0.00011	0.00014	0.00010	0.00039	0.00003	0.00018	0.00001	-0.00012	0.00009	-0.00003	0.00008	-0.00000	-0.00017	-0.00010	-0.00006
-0.00005	-0.00005	-0.00018	0.00018	0.00018	0.00006	-0.00164	-0.00016	0.00011	-0.00006	0.00012	0.00019	0.00010	0.00026	0.00011	0.00002	0.00023	0.00005	-0.00002	0.00031	-0.00008	0.00003	0.00005	0.00017	0.00027	0.00024	0.00027	-0.00025	0.00011	0.00012	0.00001	0.00010	0.00020	0.00030	-0.00004	0.00011	0.00004	0.00010	0.00016	-0.00009	0.00014	0.00019	0.00016	0.00017	0.00014	0.00009	0.00004	0.00018	0.00011	0.00005	0.00028	-0.00001	0.00008	-0.00019	0.00019	0.00013	0.00023	0.00006	0.00014	0.00002
0.00002	-0.00007	0.00039	0.00018	0.00007	-0.00015	0.00019	-0.00142	-0.00005	-0.00019	-0.00013	-0.00010	0.00020	-0.00011	-0.00006	-0.00003	-0.00012	-0.00027	0.00011	0.00009	0.00042	-0.00000	-0.00005	-0.00003	0.00017	-0.00005	0.00015	-0.00022	0.00024	-0.00020	0.00004	-0.00000	-0.00020	-0.00008	0.00002	-0.00000	-0.00002	-0.00011	-0.00016	-0.00015	-0.00012	-0.00006	-0.00017	0.00017	-0.00008	-0.00025	-0.00002	0.00008	0.00003	0.00018	-0.00018	0.00002	-0.00002	-0.00017	0.00010	-0.00004	0.00007	0.00013	-0.00001	-0.00002
0.00031	0.00017	-0.00006	0.00014	0.00005	0.00016	0.00006	0.00024	-0.00151	-0.00006	-0.00006	-0.00003	0.00029	0.00010	-0.00017	-0.00013	0.00022	0.00005	0.00011	0.00002	0.00005	0.00013	0.00018	0.00009	0.00010	0.00012	0.00023	0.00017	0.00008	0.00013	0.00001	-0.00018	-0.00004	-0.00002	0.00004	0.00016	0.00027	0.00019	0.00014	0.00017	0.00019	-0.00021	0.00013	-0.00005	-0.00001	0.00026	0.00006	0.00020	0.00017	0.00001	0.00011	-0.00001	0.00030	0.00008	-0.00017	0.00011	0.00037	-0.00013	-0.00005	0.00020
0.00006	0.00006	0.00022	0.00037	0.00012	-0.00023	-0.00002	0.00003	0.00012	-0.00226	0.00019	0.00011	-0.00007	0.00013	0.00011	-0.00007	-0.00001	0.00004	0.00004	0.00032	0.00008	0.00006	0.00010	-0.00004	-0.00005	0.00015	0.00026	0.00011	-0.00013	0.00029	-0.00009	0.00007	0.00012	0.00038	0.00031	0.00008	0.00031	0.00002	-0.00005	0.00023	0.00012	0.00010	0.00001	-0.00002	0.00030	0.00008	0.00000	-0.00014	-0.00013	-0.00027	0.00023	0.00013	0.00017	0.00023	-0.00006	0.00006	0.00027	0.00013	0.00006	0.00030
